0,eric,1.049320391357253,303.84249783476656,117.74774525024387
1,denise,52.0411806591963,3.3983201678941186,244.58373201804568
2,claudine,53.38797258492061,-6.188393246217326,120.8361445746952
3,caesar,30.27871076842897,19.766395587042545,33.54640993021371
4,marianus,55.66679408036075,-10.592720217950838,290.8624140754834
5,ephraim,49.09164275810392,189.6645580350813,326.87088129163544
6,uranus,39.57364888891407,-9.746167319983355,337.27064551902475
7,florentina,30.77276013883071,6.50367821625252,305.18538773612846
8,livia,67.20504050066886,-4.079485987304553,234.35628557003406
9,gilad,52.98815057415347,-17.387125762567543,146.91307979076117
10,akakios,-31.45931720376698,201.59963187095937,146.47649304613046
11,timo,47.62798767902957,11.977773571903263,281.6484178238057
12,uriel,70.00880071301859,5.731878861540429,380.23516733435804
13,azarel,37.157017895715256,-10.68955868914295,224.39881795584043
14,léon,50.03578932507023,8.651375991469923,296.9944617754967
15,jolie,24.936801817592297,98.57987539473311,172.78837146471625
16,apollonios,43.62351431576864,20.14143941278733,151.66592480345386
17,klio,47.67081854562089,26.84478056780199,96.89502344326459
18,émile,62.00271910051825,-4.336441293976388,126.13095271736194
19,thibault,64.5512965278225,-8.058228271232714,4.040272455093032
20,joel,-52.548178526653714,173.39516611673454,567.1892772790992
21,crescentia,65.392298907309,-9.53449829856072,187.75019619709641
22,yanick,65.56208809587591,-0.7119758344296443,222.37974656778138
23,theodosia,45.1562124790038,-11.310047442321334,-10.877424705972654
24,sara,58.50084946181191,13.026489151739188,47.15992449330305
25,ninette,37.92133518350723,150.30272002459714,181.70093038269755
26,adonijah,56.73844822847438,-4.016036853011819,154.2749787459909
27,adrien,42.00981920969371,-4.55235732298752,236.85390426926807
28,vita,59.54892464539407,14.351522788992959,311.14990394982016
29,perrine,56.93271413727793,-4.315961579454718,231.59262919091543
30,carpus,54.692840646864745,118.42771693277143,306.3308778256731
31,phaedrus,35.06405847764317,14.748095677610456,220.84364291671548
32,édouard,29.357887014179163,-19.283891712250757,261.3717738642172
33,céline,39.17753103438388,-1.7337837926808048,312.82685938473276
34,caleb,49.59217935030041,-10.282250791667478,133.76916109397334
35,maximus,3.674196391740593,102.22632975989579,437.8202660249177
36,eugénie,37.842440424081175,-22.964981896830924,76.16222488053984
37,raphaël,24.895518574493614,-7.585549931224651,40.02333669102802
38,philippine,48.22504042853406,7.348227004245926,168.17828573892825
39,laban,43.570487059517085,9.621230130406166,301.09304030343526
40,amenhotep,-49.0346816986766,71.21186438303049,171.46440916664358
41,irénée,7.173944570657063,3.264878821089657,61.68814326649998
42,abishai,60.60449643532948,1.9092880139879698,274.40667239557746
43,erastus,63.005190507390374,24.561989452182463,171.27111149816486
44,gwenaelle,45.288324642975915,25.255833659740695,4.817692574702654
45,hero,26.36416443311949,286.929315019252,195.57792895550602
46,agaue,56.777808986671914,24.778160266296254,185.37750288111403
47,phyllis,53.60805896542844,-8.66015317037317,147.6267914471441
48,colette,36.15930689093825,2.034557996233672,52.626234448650465
49,carmi,62.57363124516074,18.19187254185053,86.45333072543833
50,iacchus,31.54616298738105,204.49710409702317,112.65017957523847
51,nicodème,22.429633972166567,-0.25431463280356076,104.58112960157644
52,bethel,59.47634658121731,-8.64769143275136,217.5307171305803
53,loic,43.47008077956479,9.762859043630428,137.60528753927068
54,philip,27.743713529075812,1.8629500231084568,347.03944799524527
55,myriam,62.63945399453632,124.36559982199158,17.576816055075028
56,selena,36.305384030798955,13.615694454067196,407.48902447400394
57,hazael,46.74231418751336,2.2911233549315804,102.88104793656598
58,hilaire,41.70454542968967,14.121261686018482,151.3725331435305
59,kyriake,54.623402447964324,28.86995081635902,106.08095682434617
60,nikomedes,20.47343923150826,65.23880852496022,151.86984131889827
61,fifi,44.19056750678078,19.859394182627177,93.42738807867993
62,melitta,42.47536773582369,30.75662590216498,243.4140405105329
63,gennadius,41.24304339696715,1.6389044905760228,199.0539168267911
64,nekoda,48.198986968363506,7.862844419320302,170.32093042894482
65,teman,-37.63705211214036,218.26368179710173,311.8753373118086
66,fotis,42.12580661560305,7.570904884836622,157.05201694191967
67,gnaeus,69.08581018090639,28.879640890496162,221.73537885225997
68,aristides,34.10971175163715,-13.957649909920068,369.5238571285507
69,aglaia,59.33449825232503,20.628407866207784,164.29780595161904
70,hebe,23.913498851475943,204.24769189543989,43.05267945183677
71,lothaire,38.532164626312635,6.68718280705091,159.07494860857045
